ŠP|binary reversal / polarity
ŠPR|marble
ŠPʰ|mix of humor and shame one feels upon pulling a joke on someone or at their expense but the target doesn
ŠPʰW|lark
ŠP’|hunting & gathering / planting & harvesting / subsistence from the land
ŠQ|wait / await
ŠQʰ|schadenfreude; malicious glee at another
ŠR|discomfiture at having been socially snubbed or at being ill-prepared for a situation after believing that one was accepted or was well-prepared
ŠT|fry
ŠTL|owl
ŠTʰ|anticipate a negative; dread
ŠT’|attraction
ŠV|solace, comfort in the face of sadness / grief
ŠX|feeling of puzzlement and curiosity, a desire to solve a mystery
ŠXh|feeling of being "on edge"; at cusp of loss-of-control or loss of one
ŠY|wistfulness, bittersweetness
ŠČ|being ultra-alert with senses heightened
ŠČʰ|feeling of surprise, revelation and self-growth upon discovering that achievement of long-awaited vengeance or vindication is hollow and meaningless due to personal maturation or present irrelevance of original circumstances
ŠČ’|spite
ŠŘ|impatience due to feeling that time / resources are being wasted
ŠŢ|externally-induced feeling / sense of contemplation / re-evaluation upon discovering or hearing of an option / alternative not previously considered (stereotypically accompanied by scratching one
Ţ|head
ŢB|bounce / recoil <
ŢC|affective / non-volitional mental state / process
ŢK|three
ŢKL|laughing gas, nitrous oxide
ŢKY|wheat (plant / seed of sp. triticum aestivum)
ŢKŘ|helium
ŢKʰ|suppleness / pliancy / flexibility / ductility / bendability <
ŢKʰW|spinach (plant / leaves of sp. spinacia oleracea)
ŢK’|commitment / loyalty
ŢL|numbness / emotional saturation
ŢLW|hydrogen
ŢLY|chlorine
ŢM|two-dimensional shapes / forms
ŢMW|garlic
ŢMY|carbon monoxide
ŢN|time period / duration more than one day
ŢNY|lime (substance)
ŢPF|talc or talcum
ŢPW|baking soda
ŢPĻ|methanol, methyl alcohol
ŢPŘ|nitrogen
ŢPŢ|fluorine
ŢPʰ|nonchalance / indifference
ŢQ|consistency / malleability / flexibility / plasticity / rheological phenomenon
ŢQF|radon
ŢQŢ|argon
ŢQʰ|torpor / lethargy
ŢQʰW|lentil (plant / seeds of sp. lens culinaris)
ŢQ’|tendency to disintegrate / crumble / fall apart <
ŢR|table sugar
ŢT|limpness / flaccidity <
ŢTL|neon
ŢTŘ|xenon
ŢTʰ|brittleness <
ŢT’|flimsiness / fragility <
ŢV|jiggliness <
ŢW|weather condition
ŢX|squeezability / compressability <
ŢXhW|yam, sweet potato
ŢY|cordiality / benevolence
ŢČ|degree of pain / loss / dissatisfaction / misery
ŢŘ|edge
Ż|day / night
ŻB|tar
ŻG|steel
ŻK|complexly textured + hard / honeycombed (like handling a pine cone) texture / sensation
ŻK’|prickly texture / sensation
ŻN|growth / cultivation / husbandry
ŻPʰ|cartilaginous texture / sensation
ŻP’|jade
ŻQ|needle-like sharpness (e.g., a cactus) texture / sensation
ŻQʰ|grainy / granular texture / sensation
ŻQ’|plutonium
ŻR|bristly texture / sensation
ŻT|"pins & needles" sensation texture / sensation
ŻV|potato
ŻŘ|quartz
Ž|love / affection / emotional bond
ŽB|feathery texture / sensation
ŽBŘ|sponge-like texture / sensation
ŽD|slushy texture / sensation
ŽDR|papery texture / sensation
ŽDW|fluffy / puffy / airy texture / sensation
ŽG|mushy texture / sensation
ŽGL|woolly texture / sensation
ŽGR|dusty texture / sensation
ŽGY|ammonia
ŽK’|viscous texture / sensation
ŽLW|plaster of paris
ŽM|pride / ego / respect
ŽMY|synthetic heavy element
ŽNY|heavier lanthanide element
ŽPʰ|powdery texture / sensation
ŽQ|tingly texture / sensation
ŽQʰ|sticky texture / sensation
ŽQ’|uranium
ŽVW|lanthanide element
ŽW|soft like fur texture / sensation
ŽY|curvaceous / sensual (= soft / smooth / squeezable / rounded) texture / sensation
